,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p2_1,p2_2,p2_3,p2_4,p2_5,p2_6,p2_7,p2_8,p1_crowns,p2_crowns
130,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,Fireball,Lumberjack,Minions,Wizard,Witch,Balloon,Giant,Freeze,1,0
131,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,Skeleton Army,Lumberjack,Valkyrie,Fireball,Furnace,Wizard,Balloon,Zap,1,0
132,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Golem,Balloon,Goblin Gang,Mega Knight,Bats,Wizard,Arrows,Minions,1,0
133,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Balloon,Fire Spirits,Inferno Dragon,Mega Knight,Valkyrie,Wizard,Bats,Rage,1,0
134,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Executioner,Earthquake,Hog Rider,Goblins,Tornado,Valkyrie,Ice Spirit,The Log,1,0
135,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Hog Rider,Arrows,Goblin Hut,Furnace,Musketeer,Valkyrie,Wizard,Mega Knight,1,0
136,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Balloon,Lumberjack,Musketeer,Bats,Ice Spirit,Freeze,Barbarian Barrel,Giant Snowball,1,0
137,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Mega Knight,Valkyrie,Zap,Rocket,Hog Rider,Tesla,Princess,Witch,1,0
138,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Mega Knight,Valkyrie,Witch,Magic Archer,Ram Rider,Executioner,Electro Wizard,Furnace,1,0
139,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,1,0
140,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Giant,Balloon,Zap,Rocket,Skeletons,Ice Spirit,Arrows,Rage,1,0
141,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Knight,Three Musketeers,Minions,Fireball,Battle Ram,Electro Wizard,Goblin Barrel,Tesla,1,0
142,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Elite Barbarians,Furnace,Rocket,Wizard,Skeleton Army,Minion Horde,Barbarians,Goblin Barrel,1,0
143,Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Fire Spirits,Elite Barbarians,Zap,P.E.K.K.A,Zappies,Battle Ram,Wizard,Mirror,1,0
144,Mega Knight,Bandit,Musketeer,Zap,Minions,Wall Breakers,Barbarian Barrel,Miner,Giant Skeleton,Balloon,Tornado,Baby Dragon,Zap,Tesla,Miner,Ice Wizard,0,1
145,Ice Golem,Archers,Cannon Cart,Bomb Tower,Poison,Graveyard,Mega Minion,Giant Snowball,Golem,Night Witch,Baby Dragon,Musketeer,The Log,Mini P.E.K.K.A,Poison,Furnace,0,1
146,Ice Golem,Archers,Cannon Cart,Bomb Tower,Poison,Graveyard,Mega Minion,Giant Snowball,Zap,Minions,Barbarian Barrel,Musketeer,Goblins,Bandit,Miner,Mega Knight,0,3
147,Ice Golem,Archers,Cannon Cart,Bomb Tower,Poison,Graveyard,Mega Minion,Giant Snowball,Bats,Wall Breakers,Miner,Magic Archer,Skeletons,The Log,Bomb Tower,Valkyrie,1,0
148,Ice Golem,Archers,Cannon Cart,Bomb Tower,Poison,Graveyard,Mega Minion,Giant Snowball,Valkyrie,Tornado,Elixir Golem,Rocket,Skeletons,Executioner,The Log,Night Witch,1,0
149,Ice Golem,Archers,Cannon Cart,Bomb Tower,Poison,Graveyard,Mega Minion,Giant Snowball,Hog Rider,Fireball,Miner,Knight,Minions,Furnace,Barbarians,Executioner,1,0
150,Ice Golem,Archers,Cannon Cart,Bomb Tower,Poison,Graveyard,Mega Minion,Giant Snowball,Electro Wizard,Goblin Gang,Miner,P.E.K.K.A,Zap,Poison,Flying Machine,Minions,1,0
151,Ice Golem,Archers,Cannon Cart,Bomb Tower,Poison,Graveyard,Mega Minion,Giant Snowball,Miner,Mini P.E.K.K.A,Poison,Barbarian Barrel,Tornado,Executioner,Baby Dragon,Ice Wizard,1,0
152,Ice Golem,Archers,Cannon Cart,Bomb Tower,Poison,Graveyard,Mega Minion,Giant Snowball,Miner,Executioner,Bandit,Bats,Mega Knight,Wall Breakers,Zap,Tornado,1,0
153,Elixir Golem,Executioner,Lightning,Mini P.E.K.K.A,Skeletons,Sparky,Tornado,Zap,Goblins,Electro Wizard,Bomb Tower,Poison,Prince,Barbarian Barrel,Miner,Bats,0,1
154,Elixir Golem,Executioner,Lightning,Mini P.E.K.K.A,Skeletons,Sparky,Tornado,Zap,Inferno Dragon,Fireball,Zap,Ice Golem,Goblin Cage,Balloon,Mega Minion,Miner,3,0
155,Elixir Golem,Executioner,Lightning,Mini P.E.K.K.A,Skeletons,Sparky,Tornado,Zap,Goblin Barrel,The Log,Rascals,Dart Goblin,Goblin Gang,Prince,Princess,Rocket,1,0
156,Elixir Golem,Executioner,Lightning,Mini P.E.K.K.A,Skeletons,Sparky,Tornado,Zap,Night Witch,Tornado,Mini P.E.K.K.A,Skeleton Army,Zap,Mega Minion,Golem,Bomber,0,3
157,Elixir Golem,Executioner,Lightning,Mini P.E.K.K.A,Skeletons,Sparky,Tornado,Zap,P.E.K.K.A,Zap,Bandit,Dark Prince,Minions,Electro Wizard,Battle Ram,Poison,1,0
158,Elixir Golem,Executioner,Lightning,Mini P.E.K.K.A,Skeletons,Sparky,Tornado,Zap,Bandit,Royal Ghost,Magic Archer,Electro Wizard,Battle Ram,P.E.K.K.A,Tornado,Poison,0,1
159,Balloon,Wall Breakers,Ice Golem,Earthquake,Freeze,Lumberjack,Barbarian Barrel,Magic Archer,Lumberjack,Tornado,Ice Wizard,Freeze,Balloon,Zap,Bats,Rocket,0,1
160,Balloon,Wall Breakers,Ice Golem,Earthquake,Freeze,Lumberjack,Barbarian Barrel,Magic Archer,Hog Rider,Inferno Tower,Zap,Ice Wizard,Minions,Fireball,Valkyrie,Royal Ghost,0,1
161,Balloon,Wall Breakers,Ice Golem,Earthquake,Freeze,Lumberjack,Barbarian Barrel,Magic Archer,Dart Goblin,Lightning,Lumberjack,Bats,Barbarians,Freeze,Giant Snowball,Balloon,0,1
162,Rascals,Barbarian Hut,Giant Skeleton,Clone,Witch,Wall Breakers,Tornado,Ice Wizard,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Rocket,The Log,Tornado,0,1
163,Skeletons,Barbarian Hut,Witch,Mirror,Rage,Golem,Furnace,Night Witch,Skeletons,Wall Breakers,Bats,Zap,Miner,Magic Archer,Valkyrie,Bomb Tower,1,0
164,Royal Giant,Goblin Hut,Bowler,X-Bow,Goblin Gang,Goblins,Cannon Cart,Ice Wizard,Poison,Magic Archer,Bandit,Electro Wizard,Royal Ghost,Battle Ram,P.E.K.K.A,Zap,0,1
165,Giant Snowball,Heal,Freeze,Giant Skeleton,Balloon,Fire Spirits,Battle Ram,Night Witch,X-Bow,Ice Wizard,Tesla,Tornado,Rocket,The Log,Skeletons,Valkyrie,1,0
166,Tornado,Executioner,Skeletons,Night Witch,Elixir Golem,The Log,Magic Archer,Rocket,Bats,Bomb Tower,Magic Archer,Miner,Skeletons,Zap,Valkyrie,Wall Breakers,0,3
167,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Magic Archer,Mega Knight,Night Witch,Elixir Golem,Tornado,Executioner,Barbarian Barrel,Lightning,1,2
168,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Knight,Barbarian Barrel,Graveyard,Tornado,Baby Dragon,Bomb Tower,Poison,Ice Wizard,0,1
169,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Ice Golem,Barbarian Barrel,Giant Snowball,Bandit,Magic Archer,Ram Rider,Inferno Dragon,Lumberjack,1,0
170,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Cannon,Skeletons,Ice Spirit,Ice Golem,Hog Rider,The Log,Musketeer,Fireball,1,0
171,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,1,0
172,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Baby Dragon,Electro Wizard,Night Witch,Mega Knight,Goblin Cage,Poison,Graveyard,Giant Snowball,2,1
173,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Poison,Executioner,Zap,Hog Rider,Ice Golem,Furnace,The Log,Mini P.E.K.K.A,2,1
174,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Executioner,P.E.K.K.A,Ice Wizard,Valkyrie,Balloon,Zap,Tornado,Freeze,2,1
175,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Zap,Golem,Fireball,Night Witch,Bats,Skeleton Army,Lumberjack,Mega Minion,3,0
176,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Balloon,Mega Minion,Archers,Electro Wizard,Mini P.E.K.K.A,The Log,Skeleton Army,Rocket,1,0
177,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Inferno Dragon,Golem,Tombstone,Graveyard,Archers,Goblin Gang,Fireball,Zap,3,0
178,Princess,The Log,Goblin Barrel,Rocket,Inferno Tower,Valkyrie,Goblin Gang,Ice Spirit,Executioner,Elixir Golem,Magic Archer,Skeletons,Rocket,The Log,Tornado,Night Witch,0,3
179,Princess,The Log,Goblin Barrel,Rocket,Inferno Tower,Valkyrie,Goblin Gang,Ice Spirit,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,1,0
180,Princess,The Log,Goblin Barrel,Rocket,Inferno Tower,Valkyrie,Goblin Gang,Ice Spirit,Mega Knight,Barbarian Barrel,Minions,Miner,Wall Breakers,Bandit,Zap,Musketeer,2,1
181,Princess,The Log,Goblin Barrel,Rocket,Inferno Tower,Valkyrie,Goblin Gang,Ice Spirit,Poison,Night Witch,Executioner,Skeletons,Graveyard,Tornado,Giant,Barbarian Barrel,1,0
182,Giant,Sparky,Mini P.E.K.K.A,Executioner,Bats,Skeletons,Zap,Tornado,Bandit,Barbarian Barrel,Electro Wizard,Giant Snowball,Lightning,Magic Archer,P.E.K.K.A,Ram Rider,1,0
183,Giant,Sparky,Mini P.E.K.K.A,Executioner,Bats,Skeletons,Zap,Tornado,Mega Knight,Executioner,Magic Archer,Night Witch,Elixir Golem,Goblin Cage,The Log,Tornado,2,1
184,Giant,Sparky,Mini P.E.K.K.A,Executioner,Bats,Skeletons,Zap,Tornado,Miner,Rascals,Ice Golem,Barbarian Barrel,Bats,Balloon,Giant Snowball,Inferno Tower,3,0
185,Executioner,Skeletons,The Log,Tornado,Rocket,Ice Spirit,Knight,X-Bow,Poison,Magic Archer,Miner,The Log,Ice Golem,Mini P.E.K.K.A,Bats,Skeletons,0,1
186,Executioner,Skeletons,The Log,Tornado,Rocket,Ice Spirit,Knight,X-Bow,Dark Prince,Graveyard,Freeze,Baby Dragon,The Log,Magic Archer,Electro Wizard,Giant Skeleton,1,0
187,Executioner,Skeletons,The Log,Tornado,Rocket,Ice Spirit,Knight,X-Bow,Giant Skeleton,Hog Rider,Ice Wizard,Tornado,Earthquake,Magic Archer,Goblins,Bomb Tower,0,1
188,Executioner,Skeletons,The Log,Tornado,Rocket,Ice Spirit,Knight,X-Bow,Electro Wizard,Giant Snowball,Baby Dragon,Goblin Cage,Night Witch,Mega Knight,Graveyard,Poison,1,0
189,Executioner,Skeletons,The Log,Tornado,Rocket,Ice Spirit,Knight,X-Bow,P.E.K.K.A,Royal Giant,Executioner,Tornado,Rocket,Ice Spirit,Skeletons,The Log,1,0
190,Executioner,Skeletons,The Log,Tornado,Rocket,Ice Spirit,Knight,X-Bow,Mega Knight,Magic Archer,Goblin Gang,X-Bow,Inferno Dragon,Electro Wizard,The Log,Zap,1,0
191,Executioner,Skeletons,The Log,Tornado,Rocket,Ice Spirit,Knight,X-Bow,Cannon,Skeletons,Ice Spirit,Ice Golem,Hog Rider,The Log,Musketeer,Fireball,1,0
192,Executioner,Skeletons,The Log,Tornado,Rocket,Ice Spirit,Knight,X-Bow,P.E.K.K.A,Skeletons,Balloon,Miner,Executioner,Ice Spirit,Zap,Tornado,1,0
193,Executioner,Skeletons,The Log,Tornado,Rocket,Ice Spirit,Knight,X-Bow,Dart Goblin,Knight,Goblin Gang,Rocket,Inferno Tower,Goblin Barrel,The Log,Princess,1,0
194,Executioner,Skeletons,The Log,Tornado,Rocket,Ice Spirit,Knight,X-Bow,Graveyard,Giant,Barbarian Barrel,Night Witch,Poison,Dark Prince,Zap,Musketeer,1,0
195,Executioner,Skeletons,The Log,Tornado,Rocket,Ice Spirit,Knight,X-Bow,Mega Minion,Dark Prince,Giant Snowball,Poison,Ice Golem,Goblin Cage,Musketeer,Graveyard,1,0
196,X-Bow,Ice Spirit,The Log,Ice Golem,Archers,Fireball,Skeletons,Tesla,Musketeer,Zap,Mini P.E.K.K.A,Hog Rider,Skeleton Army,Valkyrie,Executioner,Elite Barbarians,2,0
197,Skeletons,Wall Breakers,Miner,Magic Archer,Poison,Zap,Bomb Tower,Valkyrie,Tornado,Magic Archer,Valkyrie,Bomb Tower,Freeze,Executioner,Graveyard,Mega Knight,0,1
198,Cannon Cart,Baby Dragon,Archers,Ice Golem,Bomb Tower,Graveyard,Freeze,Giant Snowball,Night Witch,Sparky,Tornado,Graveyard,Freeze,The Log,Elixir Golem,Executioner,1,0
199,Bats,Wall Breakers,Miner,Magic Archer,Poison,The Log,Bomb Tower,Valkyrie,Barbarian Barrel,Tornado,Freeze,Graveyard,Bowler,Ice Wizard,Baby Dragon,Inferno Dragon,1,0
200,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Ice Golem,Goblin Gang,Miner,Three Musketeers,Elixir Collector,Battle Ram,Zap,Minion Horde,1,2
201,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Giant Snowball,Ram Rider,Barbarian Barrel,Lightning,Magic Archer,P.E.K.K.A,Bandit,Electro Wizard,1,0
202,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Giant Skeleton,Royal Giant,Bats,Goblin Barrel,Bomb Tower,Skeleton Army,Princess,Dart Goblin,2,1
203,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Golem,Night Witch,Executioner,Baby Dragon,Goblin Cage,Barbarian Barrel,Tornado,Rocket,1,2
204,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Mega Knight,Bandit,Musketeer,Zap,Minions,Wall Breakers,Barbarian Barrel,Miner,2,1
205,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Barbarian Barrel,Mega Knight,Miner,Zap,Bandit,Minions,Executioner,Wall Breakers,0,1
206,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Royal Giant,Miner,Valkyrie,Executioner,Goblins,Zap,Earthquake,Tornado,2,1
207,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Golem,Night Witch,Magic Archer,Executioner,Lumberjack,Barbarian Barrel,Tornado,Rocket,1,0
208,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Bats,Dart Goblin,Goblin Barrel,Skeleton Army,Mega Knight,Princess,Goblin Gang,Royal Giant,2,1
209,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Sparky,Executioner,Lumberjack,Elixir Golem,Mortar,Zap,Bats,Skeletons,3,0
210,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Sparky,Executioner,Electro Wizard,Night Witch,Elixir Golem,Poison,The Log,Tornado,2,0
211,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Tornado,Lightning,1,0
212,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,Lava Hound,Lumberjack,Flying Machine,Bats,Clone,Arrows,Skeleton Army,Baby Dragon,2,1
213,Archers,Ice Spirit,Skeletons,Tesla,Ice Golem,Fireball,X-Bow,The Log,Mega Knight,Goblin Gang,Wall Breakers,Executioner,Dart Goblin,Bats,Miner,Giant Snowball,0,1
214,Archers,Ice Spirit,Skeletons,Tesla,Ice Golem,Fireball,X-Bow,The Log,Lumberjack,Zap,Ice Wizard,Freeze,P.E.K.K.A,Balloon,Tornado,Executioner,1,0
215,Archers,Ice Spirit,Skeletons,Tesla,Ice Golem,Fireball,X-Bow,The Log,P.E.K.K.A,Ram Rider,Electro Wizard,Magic Archer,Bandit,Barbarian Barrel,Giant Snowball,Lightning,1,0
216,Archers,Ice Spirit,Skeletons,Tesla,Ice Golem,Fireball,X-Bow,The Log,Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,The Log,Skeletons,3,0
217,Archers,Ice Spirit,Skeletons,Tesla,Ice Golem,Fireball,X-Bow,The Log,Golem,Rocket,Baby Dragon,Executioner,Tornado,Barbarian Barrel,Night Witch,Lumberjack,0,1
218,Archers,Ice Spirit,Skeletons,Tesla,Ice Golem,Fireball,X-Bow,The Log,Bats,Magic Archer,Wall Breakers,Bomb Tower,Miner,Skeletons,The Log,Valkyrie,1,0
219,Archers,Ice Spirit,Skeletons,Tesla,Ice Golem,Fireball,X-Bow,The Log,Magic Archer,Valkyrie,Miner,Skeletons,Bats,Zap,Bomb Tower,Wall Breakers,1,0
220,Wall Breakers,Skeletons,Bomb Tower,Miner,Bats,The Log,Valkyrie,Magic Archer,Zap,Minions,Magic Archer,Mega Knight,Barbarian Barrel,Wall Breakers,Bandit,Miner,1,3
221,Wall Breakers,Skeletons,Bomb Tower,Miner,Bats,The Log,Valkyrie,Magic Archer,X-Bow,Elixir Collector,Musketeer,Tesla,Ice Golem,Giant Snowball,The Log,Skeletons,1,0
222,Wall Breakers,Skeletons,Bomb Tower,Miner,Bats,The Log,Valkyrie,Magic Archer,P.E.K.K.A,Magic Archer,Battle Ram,Electro Wizard,Bandit,Royal Ghost,Poison,Zap,1,0
223,Wall Breakers,Skeletons,Bomb Tower,Miner,Bats,The Log,Valkyrie,Magic Archer,P.E.K.K.A,Ram Rider,Barbarian Barrel,Magic Archer,Giant Snowball,Lightning,Bandit,Electro Wizard,1,0
224,Wall Breakers,Skeletons,Bomb Tower,Miner,Bats,The Log,Valkyrie,Magic Archer,Goblin Barrel,Princess,Goblin Gang,Valkyrie,The Log,Tesla,Rocket,Executioner,2,0
225,Wall Breakers,Skeletons,Bomb Tower,Miner,Bats,The Log,Valkyrie,Magic Archer,Royal Giant,Executioner,Mega Minion,Lightning,Ice Wizard,The Log,Valkyrie,Tornado,1,0
226,Wall Breakers,Skeletons,Bomb Tower,Miner,Bats,The Log,Valkyrie,Magic Archer,Princess,Goblin Gang,Clone,Goblin Barrel,Rocket,Miner,Skeleton Army,Mirror,3,0
227,Giant,Graveyard,Giant Snowball,Arrows,Skeleton Army,Goblin Gang,Spear Goblins,Bats,Tornado,Electro Wizard,Barbarian Barrel,Furnace,Baby Dragon,Graveyard,P.E.K.K.A,Poison,1,0
228,Lava Hound,Lumberjack,Baby Dragon,Bats,Clone,Mini P.E.K.K.A,Giant Snowball,Flying Machine,Goblin Cage,Baby Dragon,Witch,Poison,Fisherman,Giant Snowball,Mega Knight,Graveyard,0,3
229,Lava Hound,Lumberjack,Baby Dragon,Bats,Clone,Mini P.E.K.K.A,Giant Snowball,Flying Machine,Hog Rider,Skeletons,Mini P.E.K.K.A,Bats,Ice Golem,Fireball,The Log,Musketeer,0,3
230,Goblin Cage,Barbarian Barrel,Tornado,Baby Dragon,Executioner,Lightning,Golem,Night Witch,X-Bow,Tesla,Ice Golem,Archers,The Log,Fireball,Ice Spirit,Skeletons,0,3
231,Lava Hound,Lumberjack,Baby Dragon,Bats,Clone,Mini P.E.K.K.A,Giant Snowball,Flying Machine,Rocket,The Log,Goblin Gang,Knight,Princess,Goblin Barrel,Ice Spirit,Inferno Tower,0,3
232,Lava Hound,Lumberjack,Baby Dragon,Bats,Clone,Mini P.E.K.K.A,Giant Snowball,Flying Machine,Ice Golem,Archers,Cannon Cart,Bomb Tower,Poison,Graveyard,Mega Minion,Giant Snowball,3,1
233,Valkyrie,Executioner,Freeze,Tornado,Goblins,Baby Dragon,Graveyard,Barbarian Barrel,Poison,Electro Wizard,The Log,Zap,Ice Wizard,Ram Rider,P.E.K.K.A,Bandit,0,1
234,Valkyrie,Executioner,Freeze,Tornado,Goblins,Baby Dragon,Graveyard,Barbarian Barrel,Zap,Baby Dragon,Giant Skeleton,Dart Goblin,Sparky,Guards,The Log,Mega Knight,0,1
235,Valkyrie,Executioner,Freeze,Tornado,Goblins,Baby Dragon,Graveyard,Barbarian Barrel,Tornado,Elixir Golem,Sparky,Executioner,Night Witch,Poison,Skeletons,Barbarian Barrel,0,1
236,Valkyrie,Executioner,Freeze,Tornado,Goblins,Baby Dragon,Graveyard,Barbarian Barrel,Princess,Ice Wizard,Miner,Bandit,Night Witch,Lumberjack,Sparky,Mega Knight,1,0
237,Valkyrie,Executioner,Freeze,Tornado,Goblins,Baby Dragon,Graveyard,Barbarian Barrel,Giant,Sparky,Mini P.E.K.K.A,Executioner,Bats,The Log,Zap,Tornado,0,1
238,Valkyrie,Executioner,Freeze,Tornado,Goblins,Baby Dragon,Graveyard,Barbarian Barrel,Skeleton Army,Arrows,Wizard,Witch,Balloon,Minions,Freeze,Mega Knight,1,0
239,Valkyrie,Executioner,Freeze,Tornado,Goblins,Baby Dragon,Graveyard,Barbarian Barrel,Valkyrie,The Log,Poison,Rocket,Ice Wizard,Tesla,Skeletons,Tornado,1,0
240,Valkyrie,Executioner,Freeze,Tornado,Goblins,Baby Dragon,Graveyard,Barbarian Barrel,The Log,Baby Dragon,Guards,Goblin Barrel,Inferno Tower,Valkyrie,Mirror,Lightning,1,0
241,Valkyrie,Executioner,Freeze,Tornado,Goblins,Baby Dragon,Graveyard,Barbarian Barrel,Skeletons,Valkyrie,Executioner,Night Witch,Elixir Golem,Rocket,The Log,Tornado,1,0
242,Valkyrie,Executioner,Freeze,Tornado,Goblins,Baby Dragon,Graveyard,Barbarian Barrel,Giant Skeleton,Sparky,Executioner,Goblin Barrel,Skeleton Army,Mirror,Zap,Tornado,1,0
243,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Magic Archer,Miner,Wall Breakers,Valkyrie,Bomb Tower,Bats,Skeletons,Zap,1,0
244,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Giant,The Log,Mini P.E.K.K.A,Zap,Miner,Magic Archer,Bats,Skeletons,1,0
245,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Minion Horde,Barbarian Barrel,Skeletons,Zap,Elixir Golem,Miner,Bandit,Three Musketeers,2,1
246,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Executioner,Skeletons,Night Witch,Lumberjack,Sparky,The Log,Tornado,Elixir Golem,1,0
247,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Mortar,Bats,Miner,Goblin Gang,Spear Goblins,Barbarian Barrel,Fireball,Rascals,1,0
248,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Hunter,Clone,Rage,Mirror,Giant Skeleton,Bats,Mega Knight,Night Witch,1,0
249,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Baby Dragon,Lightning,Night Witch,Skeletons,Executioner,Elixir Golem,Tornado,The Log,0,1
250,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Golem,Goblin Cage,Executioner,Tornado,Baby Dragon,Night Witch,Goblin Gang,Lightning,1,0
251,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Zap,Bats,Wall Breakers,Tornado,Executioner,Bandit,Miner,Mega Knight,1,0
252,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Executioner,Graveyard,Mini P.E.K.K.A,Bats,Valkyrie,Freeze,The Log,Tornado,1,0
253,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Princess,Freeze,Hunter,Skeleton Army,Valkyrie,Dart Goblin,Hog Rider,Mini P.E.K.K.A,0,1
254,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Mega Knight,Zap,Skeleton Barrel,Miner,Tornado,Bats,Executioner,Goblin Gang,0,3
255,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Skeletons,Executioner,Elixir Golem,Night Witch,The Log,Magic Archer,Rocket,Tornado,3,0
256,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Furnace,Executioner,Royal Giant,Hog Rider,Poison,Electro Wizard,Valkyrie,Mini P.E.K.K.A,1,0
257,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Lightning,Tornado,0,1
258,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Giant,Sparky,Mini P.E.K.K.A,Executioner,Bats,Skeletons,Zap,Tornado,1,0
259,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Elixir Golem,Night Witch,Magic Archer,Executioner,Skeletons,The Log,Tornado,Rocket,0,1
260,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,P.E.K.K.A,Poison,Zap,Battle Ram,Electro Wizard,Magic Archer,Bandit,Dark Prince,1,0
261,P.E.K.K.A,Magic Archer,Electro Wizard,Bandit,Ram Rider,Giant Snowball,Lightning,Barbarian Barrel,Balloon,Arrows,Tombstone,Skeleton Army,Baby Dragon,Hunter,Ram Rider,Witch,3,0
